2025-02-17 13:48:46,909 - INFO - HTTP Request: GET http://localhost:57386/status "HTTP/1.1 200 OK"
2025-02-17 13:48:52,687 - INFO - HTTP Request: GET http://localhost:57401/status "HTTP/1.1 200 OK"
2025-02-17 13:49:17,829 - INFO - Client IP: 127.0.0.1 | Time: 2025-02-17 13:49:17 | Method: POST | Path: /api/v1/translation/stream
2025-02-17 13:49:21,468 - INFO - HTTP Request: POST https://llm-api-with-langchain.onrender.com/translation_generate_stream "HTTP/1.1 200 OK"
2025-02-17 13:49:21,469 - INFO - data: {"text": "JSON \u0f51
2025-02-17 13:49:21,469 - INFO - data: {"generated_text": "JSON \u0f51\u0fb2\u0f0b\u0f58\u0f44\u0f0b\u0f62\u0f9f\u0f42\u0f66\u0f0b\u0f50\u0f7c(JWTs)\u0f51\u0f44\u0f0b\u0f63\u0fb7\u0f53\u0f0b\u0f51\u0f74\u0f0b\u0f41\u0fb1\u0f7a\u0f51\u0f0b\u0f40\u0fb1\u0f72\u0f0b\u0f58\u0f49\u0f58\u0f0b\u0f63\u0f66\u0f0b\u0f40\u0fb1\u0f72\u0f0b Tiptap \u0f62\u0fa9\u0f7c\u0f58\u0f0b\u0f66\u0f92\u0fb2\u0f72\u0f42\u0f0b\u0f46\u0f66\u0f0b\u0f47\u0f72\u0f0b\u0f63\u0f9f\u0f62\u0f0b\u0f56\u0f51\u0f7a\u0f0b\u0f60\u0f47\u0f42\u0f66\u0f0b\u0f56\u0f5f\u0f7c\u0f0b\u0f51\u0f42\u0f7c\u0f66\u0f0b\u0f58\u0f72\u0f53\u0f0b\u0f66\u0fa6\u0fb1\u0f7c\u0f44\u0f66\u0f0d \u0f62\u0f97\u0f7a\u0f66\u0f0b\u0f58\u0f60\u0f72\u0f0b\u0f63\u0f58\u0f0b\u0f66\u0f9f\u0f7c\u0f53\u0f0b\u0f60\u0f51\u0f72\u0f66\u0f0b\u0f5a\u0f7c\u0f51\u0f0b\u0f63\u0f9f\u0f0b\u0f51\u0f44\u0f0b\u0f50\u0f7c\u0f53\u0f0b\u0f66\u0f90\u0fb1\u0f7a\u0f51\u0f0b\u0f42\u0f49\u0f72\u0f66\u0f0b\u0f40\u0fb1\u0f72\u0f0b\u0f46\u0f7a\u0f51\u0f0b\u0f51\u0f74\u0f0b JWTs \u0f56\u0f5f\u0f7c\u0f0b\u0f66\u0f90\u0fb2\u0f74\u0f53\u0f0b\u0f51\u0f44\u0f0b\u0f51\u0f7c\u0f0b\u0f51\u0f58\u0f0b\u0f56\u0fb1\u0f7a\u0f51\u0f0b\u0f50\u0f56\u0f66\u0f0b\u0f40\u0fb1\u0f72\u0f0b\u0f42\u0f7c\u0f0b\u0f62\u0f72\u0f58\u0f0b\u0f42\u0f66\u0f63\u0f0b\u0f56\u0f7c\u0f62\u0f0b\u0f56\u0f66\u0f9f\u0f53\u0f0b\u0f61\u0f7c\u0f51\u0f0b\u0f63\u0f0d \u0f5e\u0f72\u0f56\u0f0b\u0f55\u0fb2\u0f60\u0f72\u0f0b\u0
2025-02-17 13:57:58,040 - INFO - HTTP Request: GET http://localhost:57937/status "HTTP/1.1 200 OK"
2025-02-17 13:58:44,449 - INFO - HTTP Request: GET http://localhost:57993/status "HTTP/1.1 200 OK"
2025-02-17 13:58:57,718 - INFO - Client IP: 127.0.0.1 | Time: 2025-02-17 13:58:57 | Method: POST | Path: /api/v1/translation/stream
2025-02-17 13:59:01,697 - INFO - HTTP Request: POST https://llm-api-with-langchain.onrender.com/translation_generate_stream "HTTP/1.1 200 OK"
2025-02-17 13:59:03,209 - INFO - Tracker created for user_id: None
2025-02-17 13:59:05,090 - INFO - HTTP Request: POST http://localhost:57993/ "HTTP/1.1 200 OK"
2025-10-21 11:31:36,061 - INFO - HTTP Request: GET http://localhost:63003/status "HTTP/1.1 200 OK"
2025-10-21 11:49:25,402 - INFO - HTTP Request: GET http://localhost:63031/status "HTTP/1.1 200 OK"
2025-10-21 11:50:36,662 - INFO - HTTP Request: GET http://localhost:63042/status "HTTP/1.1 200 OK"
2025-10-21 11:50:44,629 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 11:50:44 | Method: GET | Path: /
2025-10-21 11:50:44,642 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 11:50:44 | Method: GET | Path: /favicon.ico
2025-10-21 11:50:44,643 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 11:50:44 | Method: GET | Path: /apple-touch-icon-precomposed.png
2025-10-21 11:50:44,646 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 11:50:44 | Method: GET | Path: /apple-touch-icon-precomposed.png
2025-10-21 11:50:44,648 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 11:50:44 | Method: GET | Path: /apple-touch-icon.png
2025-10-21 11:50:44,649 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 11:50:44 | Method: GET | Path: /favicon.ico
2025-10-21 11:50:44,719 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 11:50:44 | Method: GET | Path: /apple-touch-icon.png
2025-10-21 11:50:45,158 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 11:50:45 | Method: GET | Path: /
2025-10-21 11:50:53,626 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 11:50:53 | Method: GET | Path: /docs
2025-10-21 11:50:54,458 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 11:50:54 | Method: GET | Path: /openapi.json
2025-10-21 12:03:59,802 - INFO - Found credentials in environment variables.
2025-10-21 12:03:59,930 - INFO - HTTP Request: GET http://localhost:63159/status "HTTP/1.1 200 OK"
2025-10-21 12:04:09,595 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 12:04:09 | Method: GET | Path: /
2025-10-21 12:04:09,828 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 12:04:09 | Method: GET | Path: /
2025-10-21 12:04:15,858 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 12:04:15 | Method: GET | Path: /docs
2025-10-21 12:04:15,925 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 12:04:15 | Method: GET | Path: /openapi.json
2025-10-21 12:05:22,448 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 12:05:22 | Method: GET | Path: /api/v1/stt/
2025-10-21 12:13:25,319 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 12:13:25 | Method: POST | Path: /api/v1/stt/file
2025-10-21 12:27:38,136 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 12:27:38 | Method: POST | Path: /api/v1/stt/file
2025-10-21 12:30:37,972 - INFO - Found credentials in environment variables.
2025-10-21 12:30:38,098 - INFO - HTTP Request: GET http://localhost:63300/status "HTTP/1.1 200 OK"
2025-10-21 12:30:41,007 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 12:30:41 | Method: POST | Path: /api/v1/stt/file
2025-10-21 12:30:48,945 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 12:30:48 | Method: POST | Path: /api/v1/stt/file
2025-10-21 12:33:19,911 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 12:33:19 | Method: POST | Path: /api/v1/upload/
2025-10-21 12:37:18,364 - INFO - Found credentials in environment variables.
2025-10-21 12:37:18,583 - INFO - HTTP Request: GET http://localhost:63327/status "HTTP/1.1 200 OK"
2025-10-21 12:37:22,012 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 12:37:22 | Method: GET | Path: /docs
2025-10-21 12:37:22,083 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 12:37:22 | Method: GET | Path: /openapi.json
2025-10-21 12:37:35,061 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 12:37:35 | Method: POST | Path: /api/v1/upload/
2025-10-21 12:49:49,195 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 12:49:49 | Method: POST | Path: /api/v1/upload/
2025-10-21 14:59:47,994 - INFO - Found credentials in environment variables.
2025-10-21 14:59:48,242 - INFO - HTTP Request: GET http://localhost:63535/status "HTTP/1.1 200 OK"
2025-10-21 14:59:53,890 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 14:59:53 | Method: GET | Path: /docs
2025-10-21 14:59:53,986 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 14:59:53 | Method: GET | Path: /openapi.json
2025-10-21 15:00:03,339 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 15:00:03 | Method: POST | Path: /api/v1/upload/
2025-10-21 15:18:44,401 - INFO - Found credentials in environment variables.
2025-10-21 15:18:44,647 - INFO - HTTP Request: GET http://localhost:64148/status "HTTP/1.1 200 OK"
2025-10-21 15:18:46,292 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 15:18:46 | Method: GET | Path: /docs
2025-10-21 15:18:46,367 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 15:18:46 | Method: GET | Path: /openapi.json
2025-10-21 15:19:14,407 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 15:19:14 | Method: POST | Path: /api/v1/upload/
2025-10-21 15:27:23,479 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 15:27:23 | Method: GET | Path: /get-token
2025-10-21 15:27:50,624 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-21 15:27:50 | Method: POST | Path: /api/v1/upload/
2025-10-23 12:22:58,190 - INFO - Found credentials in environment variables.
2025-10-23 12:22:58,491 - INFO - HTTP Request: GET http://localhost:62542/status "HTTP/1.1 200 OK"
2025-10-23 12:23:09,110 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 12:23:09 | Method: GET | Path: /
2025-10-23 12:23:09,123 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 12:23:09 | Method: GET | Path: /apple-touch-icon-precomposed.png
2025-10-23 12:23:09,125 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 12:23:09 | Method: GET | Path: /apple-touch-icon.png
2025-10-23 12:23:09,125 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 12:23:09 | Method: GET | Path: /favicon.ico
2025-10-23 12:23:09,257 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 12:23:09 | Method: GET | Path: /
2025-10-23 12:23:15,322 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 12:23:15 | Method: GET | Path: /docs
2025-10-23 12:23:15,398 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 12:23:15 | Method: GET | Path: /openapi.json
2025-10-23 12:23:16,206 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 12:23:16 | Method: GET | Path: /docs
2025-10-23 12:23:16,229 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 12:23:16 | Method: GET | Path: /openapi.json
2025-10-23 12:23:50,564 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 12:23:50 | Method: GET | Path: /api/v1/stt/
2025-10-23 12:33:50,043 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 12:33:50 | Method: POST | Path: /api/v1/upload/
2025-10-23 12:33:54,808 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 12:33:54 | Method: POST | Path: /api/v1/upload/
2025-10-23 16:02:57,982 - INFO - Found credentials in environment variables.
2025-10-23 16:02:58,119 - INFO - HTTP Request: GET http://localhost:53425/status "HTTP/1.1 200 OK"
2025-10-23 16:03:25,657 - INFO - Found credentials in environment variables.
2025-10-23 16:03:25,788 - INFO - HTTP Request: GET http://localhost:53486/status "HTTP/1.1 200 OK"
2025-10-23 16:08:51,894 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 16:08:51 | Method: POST | Path: /v1/file
2025-10-23 16:09:43,355 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 16:09:43 | Method: POST | Path: /v1/file
2025-10-23 16:12:54,536 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 16:12:54 | Method: POST | Path: /v1/stt/file
2025-10-23 16:13:30,231 - INFO - Found credentials in environment variables.
2025-10-23 16:13:30,367 - INFO - HTTP Request: GET http://localhost:54679/status "HTTP/1.1 200 OK"
2025-10-23 16:18:02,921 - INFO - Client IP: 127.0.0.1 | Time: 2025-10-23 16:18:02 | Method: POST | Path: /api/v1/stt/file
2025-10-23 16:22:30,046 - INFO - Found credentials in environment variables.
2025-10-23 16:22:30,187 - INFO - HTTP Request: GET http://localhost:55747/status "HTTP/1.1 200 OK"
